0.000000000000000000e+00 2.702538161838251352e+00 5.404132603167812299e+00 8.099607664457563416e+00 1.078299575858346770e+01 1.344769443497146000e+01 1.608730357759780105e+01 1.869638928170711978e+01 2.127143682700695848e+01 2.381189187800635310e+01 2.632102323328046367e+01 2.880512910216994982e+01 3.127104314101022808e+01 3.372331621042829397e+01 3.616424636269736226e+01 3.859492644603484024e+01 4.101620424758915817e+01 4.342904383010336034e+01 4.583469413811724280e+01 4.823429678515528707e+01 5.062882393368960976e+01 5.301874447619540121e+01 5.540405779612045478e+01 5.778435468682661025e+01 6.015898381915312854e+01 6.252727467288513452e+01 6.488870284240724118e+01 6.724289795868013186e+01 6.959004451004653902e+01 7.193091879282501111e+01 7.426695301221114676e+01 7.660000428227040459e+01 7.893210458932958318e+01 8.126521238041421213e+01 8.360094174060267846e+01 8.593964655106375972e+01 8.828063635828775091e+01 9.062283230148523216e+01 9.296579447122006457e+01 9.530991898880373014e+01 9.765644284696580257e+01 1.000075492187775268e+02 1.023662741063695023e+02 1.047359185758954538e+02 1.071195600003541131e+02 1.095196440684195949e+02 1.119372579013359541e+02 1.143722278042454121e+02 1.168229855990950483e+02 1.192875686514310587e+02 1.217636817530993198e+02 1.242494183393138059e+02 1.267430683509270324e+02 1.292434234078585007e+02 1.317494312034673385e+02 1.342606206668703521e+02 1.367769474054870216e+02 1.392982078625041993e+02 1.418242400357904671e+02 1.443547517619817597e+02
0.000000000000000000e+00 2.677029346323189340e+00 5.354102527579718718e+00 8.031195587623869869e+00 1.070829270966226687e+01 1.338538993673695288e+01 1.606248716381163533e+01 1.873958439088616146e+01 2.141667020732776194e+01 2.409362057621251907e+01 2.677001199589008706e+01 2.944504443118062298e+01 3.211773910438373036e+01 3.478722439267629341e+01 3.745284023722164335e+01 4.011400051119300514e+01 4.276997876021125222e+01 4.541984086348095673e+01 4.806254418108967030e+01 5.069718574500428332e+01 5.332330982609981618e+01 5.594105477101216195e+01 5.855104535939977239e+01 6.115413200372849900e+01 6.375117069434553940e+01 6.634294882075758437e+01 6.893016051282322110e+01 7.151342398757381602e+01 7.409333127333501068e+01 7.667052026091516836e+01 7.924575501751235151e+01 8.181994608813101877e+01 8.439410412676211592e+01 8.696926887028341469e+01 8.954639445511566009e+01 9.212611582415493672e+01 9.470851749754528726e+01 9.729302171752043193e+01 9.987850038029370126e+01 1.024636722446215629e+02 1.050476375149142285e+02 1.076303879343216323e+02 1.102130730857925300e+02 1.127977375709513410e+02 1.153866784003924266e+02 1.179818100195534214e+02 1.205843933947424489e+02 1.231949351532056056e+02 1.258131795107434101e+02 1.284382001033627034e+02 1.310685814872693129e+02 1.337026701241653086e+02 1.363388106435770055e+02 1.389755222709269162e+02 1.416116123639174589e+02 1.442462157277311690e+02 1.468787488212451535e+02 1.495088512415610751e+02 1.521363203889672775e+02 1.547610452970898507e+02
0.000000000000000000e+00 2.685141322159136479e+00 5.371072437383681120e+00 8.057736192639282535e+00 1.074501250855744416e+01 1.343280426925887205e+01 1.612095094117880478e+01 1.880920001529962349e+01 2.149725895477406468e+01 2.418468024282747209e+01 2.687083808425819242e+01 2.955489447975645589e+01 3.223575356035692607e+01 3.491230096380610348e+01 3.758399534906089912e+01 4.025111789636562065e+01 4.291462205498043403e+01 4.557575042972928259e+01 4.823572244216288851e+01 5.089563825978850531e+01 5.355662693399890628e+01 5.621951714722817428e+01 5.888457868156761776e+01 6.155146039815882375e+01 6.421908529931091891e+01 6.688604941407845672e+01 6.955101835550416922e+01 7.221357679693630871e+01 7.487428928595488742e+01 7.753437285917192412e+01 8.019523618831684075e+01 8.285792935629416434e+01 8.552277670624593497e+01 8.818933834149518702e+01 9.085680627515223762e+01 9.352434510012673741e+01 9.619151572096126301e+01 9.885846996600828618e+01 1.015254536902863549e+02 1.041926847789364530e+02 1.068603237798538288e+02 1.095283028984966052e+02 1.121964411038025560e+02 1.148645995469021983e+02 1.175328661321892412e+02 1.202014320800072511e+02 1.228704552576322726e+02 1.255401580284214731e+02 1.282107319708156012e+02 1.308823394575753980e+02 1.335549642511830370e+02 1.362284302951059090e+02 1.389023770478616484e+02 1.415764122452217464e+02 1.442501351073173055e+02 1.469232343738690076e+02 1.495955884902294599e+02 1.522670817249064328e+02 1.549376019532841724e+02 1.576070082286864533e+02
0.000000000000000000e+00 2.713599526579091314e+00 5.413152074985593032e+00 8.094772441567698706e+00 1.075528276591437304e+01 1.339261946497877531e+01 1.600633589214043084e+01 1.859795709266629515e+01 2.117031874825520532e+01 2.372700572655782381e+01 2.627139852828933897e+01 2.880585557678207564e+01 3.133089711369801478e+01 3.384544253908849498e+01 3.634787974108684949e+01 3.883718036297837983e+01 4.131389422382771670e+01 4.378071282483445970e+01 4.624189789671518724e+01 4.870171334689765530e+01 5.116385120420967070e+01 5.363034656852194360e+01 5.610158214896383555e+01 5.857667078747877554e+01 6.105402384846239983e+01 6.353211617376395992e+01 6.600975207309555515e+01 6.848631259048062248e+01 7.096132842768051319e+01 7.343417894123588496e+01 7.590433180859612605e+01 7.837117417765821870e+01 8.083352388244082931e+01 8.328985294498350811e+01 8.573870466482118502e+01 8.817922260888883557e+01 9.061165135596773723e+01 9.303784092256358917e+01 9.546043373964309353e+01 9.788218282248085700e+01 1.003054493164245002e+02 1.027314742577994053e+02 1.051602987162780352e+02 1.075911961707410001e+02 1.100234198716041618e+02 1.124562919392505336e+02 1.148900329559971851e+02 1.173250784172348204e+02 1.197624197519802323e+02 1.222028584100094974e+02 1.246470375635885404e+02 1.270949917046021369e+02 1.295462893576974750e+02 1.320006139851159332e+02 1.344573530975279141e+02 1.369155113963167310e+02 1.393741095433096291e+02 1.418325840253588410e+02 1.442903792010620805e+02 1.467472062612842194e+02
0.000000000000000000e+00 2.814989270427474377e+00 5.621770354100643630e+00 8.403830464403284850e+00 1.114363053241761037e+01 1.382228312050444607e+01 1.642007760719903331e+01 1.891810611518089758e+01 2.130102647608913458e+01 2.356095644231448105e+01 2.570191671818549395e+01 2.774152345590992752e+01 2.970771408243845713e+01 3.163306285478484980e+01 3.354760847375141708e+01 3.547395849548399838e+01 3.742614475278701747e+01 3.941055532110090809e+01 4.142734362372807766e+01 4.347242327085712077e+01 4.553945686038035490e+01 4.762133436683134136e+01 4.971066645397706907e+01 5.180072752484500143e+01 5.388587011773736180e+01 5.596178638589024956e+01 5.802567920997285000e+01 6.007554105922789489e+01 6.211003272007113907e+01 6.412892322515851617e+01 6.613287806768437349e+01 6.812376282838624775e+01 7.010399587034841318e+01 7.207731901103630889e+01 7.404782471489741624e+01 7.602005100392256054e+01 7.799789938388794042e+01 7.998407371482045392e+01 8.198008124577823708e+01 8.398619424105919506e+01 8.600139223555217427e+01 8.802349278930648779e+01 9.004928608899160736e+01 9.207497847747669084e+01 9.409636325459105421e+01 9.610946993986325992e+01 9.811088174190439304e+01 1.000979220868931918e+02 1.020698027551745781e+02 1.040278125223135959e+02 1.059755703618483125e+02 1.079177147190837189e+02 1.098589891766866486e+02 1.118029222426614808e+02 1.137525493297339239e+02 1.157096224313590227e+02 1.176751961849900283e+02 1.196492180820468860e+02 1.216315194639628601e+02 1.236213798419214669e+02
0.000000000000000000e+00 2.900684246995318905e+00 5.780009740384516093e+00 8.603063708730619652e+00 1.133537276613605727e+01 1.394409963508831574e+01 1.640057893821280999e+01 1.868505312263609142e+01 2.079185012655411668e+01 2.272969321893217653e+01 2.451868858677202923e+01 2.618492285976820000e+01 2.775649968917824850e+01 2.926066353809499532e+01 3.072304996682759182e+01 3.216599357865253950e+01 3.360715879134060913e+01 3.505858687589581280e+01 3.652753529090864504e+01 3.801686077804951225e+01 3.952597667386166336e+01 4.105119790774927679e+01 4.258714425026913375e+01 4.412688539188031456e+01 4.566318044087348937e+01 4.718899364397325513e+01 4.869877684246972649e+01 5.018881301542628393e+01 5.165713340936318332e+01 5.310346115506956721e+01 5.452861930679186031e+01 5.593474034868774680e+01 5.732516795466353443e+01 5.870348745253322420e+01 6.007233265929281174e+01 6.143297786010603545e+01 6.278491315772570402e+01 6.412680285641164346e+01 6.545635054522016105e+01 6.677160248638438134e+01 6.807240377409910081e+01 6.936100892036591858e+01 7.064132401028946617e+01 7.191803950852188621e+01 7.319650611932462425e+01 7.448108553705084489e+01 7.577505040833952421e+01 7.708002791806518417e+01 7.839649926329884977e+01 7.972525445953228029e+01 8.106671040917616722e+01 8.242264517358360365e+01 8.379474410862921729e+01 8.518465784910924299e+01 8.659387146041606798e+01 8.802371032453633859e+01 8.947501043765093698e+01 9.094760411606024775e+01 9.244124621257661545e+01 9.395549127088874286e+01
0.000000000000000000e+00 2.986964736142494470e+00 5.966937224674278895e+00 8.908193034641881169e+00 1.177374355043450649e+01 1.452106520934809808e+01 1.710671016847280512e+01 1.949501188318286893e+01 2.166378796231876436e+01 2.360610669610808898e+01 2.532792932208317538e+01 2.684552086608169219e+01 2.818221677225590938e+01 2.936452239039026679e+01 3.041931984132353151e+01 3.137211037366613908e+01 3.224573889341482413e+01 3.306023314156211512e+01 3.383169283905406388e+01 3.457296828110052189e+01 3.529390424643824531e+01 3.600155841385056732e+01 3.670056154764177592e+01 3.739404067876503746e+01 3.808436158130258775e+01 3.877398800776627752e+01 3.946527018569123157e+01 4.016053369417097940e+01 4.086132814338175478e+01 4.156803711660339218e+01 4.228044947024159228e+01 4.299669692633058560e+01 4.371425466381746361e+01 4.442962708672295946e+01 4.513913128669020836e+01 4.583836758770036113e+01 4.652373698207662756e+01 4.719212070567406414e+01 4.784209591869668543e+01 4.847329322048681632e+01 4.908717414663979639e+01 4.968673422596963718e+01 5.027596777830351726e+01 5.085922406088371162e+01 5.144117268293963718e+01 5.202582960312905414e+01 5.261619396640553248e+01 5.321374672316486709e+01 5.381872146506891141e+01 5.443024433985181787e+01 5.504661868609769471e+01 5.566553133000324038e+01 5.628425155176417860e+01 5.689956417461933569e+01 5.750894507335931394e+01 5.811060947038104274e+01 5.870347082324372678e+01 5.928665070954936311e+01 5.985944627038423249e+01 6.042175474079633801e+01
0.000000000000000000e+00 2.996643329092654628e+00 5.982401718850280936e+00 8.902128414688036173e+00 1.169775808791016658e+01 1.431103197676141292e+01 1.669278597395124564e+01 1.881481839261244104e+01 2.067351431657740335e+01 2.228597288300269952e+01 2.368208905972754508e+01 2.489608326738796507e+01 2.596035157295291285e+01 2.690283893108421154e+01 2.774559227017641660e+01 2.850453687407404502e+01 2.919044661357463255e+01 2.980963436160024926e+01 3.036396859453008901e+01 3.085168106548614730e+01 3.126930360981944546e+01 3.161359143553508488e+01 3.188389426720995701e+01 3.208343659351353239e+01 3.222017524908795849e+01 3.230525350109053306e+01 3.235016811654904956e+01 3.236590683862756634e+01 3.236187248837021713e+01 3.234514819146192366e+01 3.232037094643732900e+01 3.229022690379128591e+01 3.225536520020294518e+01 3.221499208807320258e+01 3.216818630954075076e+01 3.211390187676001062e+01 3.205175848960530516e+01 3.198205258132955819e+01 3.190579678424573018e+01 3.182429861746005884e+01 3.173844980429487705e+01 3.164886384314737455e+01 3.155589972214790251e+01 3.146016494468215186e+01 3.136245757693606606e+01 3.126366600258823070e+01 3.116532000857510099e+01 3.106896226553138973e+01 3.097546272071067364e+01 3.088516037069063458e+01 3.079820496297206489e+01 3.071455611407471764e+01 3.063422818347352461e+01 3.055706798228158760e+01 3.048304237306856734e+01 3.041208018613778208e+01 3.034451943882298863e+01 3.027991296510728958e+01 3.021829314547408174e+01 3.015928994681501152e+01
0.000000000000000000e+00 2.934763105859618193e+00 5.798118101394639012e+00 8.539706753745820222e+00 1.111357806968373296e+01 1.348179131234460471e+01 1.562096721991251869e+01 1.752847383244713697e+01 1.922031274609258844e+01 2.072445837053333406e+01 2.207399245492163686e+01 2.329996394700001616e+01 2.442754513435707153e+01 2.547488572559882769e+01 2.645346860482317553e+01 2.736917523816076425e+01 2.822383966022111323e+01 2.901570229565960801e+01 2.973956849474088315e+01 3.038828294056615675e+01 3.095392386426471987e+01 3.143000828772906630e+01 3.181369586486171741e+01 3.210727462814534761e+01 3.231985847679064960e+01 3.246468122639114995e+01 3.255540030775704707e+01 3.260477691420264534e+01 3.262311189487898133e+01 3.261729409532789958e+01 3.258981953316042990e+01 3.253843226436464420e+01 3.245740277558178377e+01 3.233732410139246127e+01 3.216526704263636560e+01 3.192730356364715405e+01 3.161084036144213627e+01 3.120649331679361538e+01 3.070873535715006852e+01 3.011651664232064007e+01 2.943346129770576169e+01 2.866797038178841461e+01 2.783321686783147086e+01 2.694534907062521256e+01 2.602152937320107640e+01 2.507790867056840867e+01 2.412844746610841185e+01 2.318514311453539989e+01 2.225831448341281060e+01 2.135610218430671381e+01 2.048431080145505945e+01 1.964649330930573967e+01 1.884492235819550743e+01 1.808114868629688488e+01 1.735584625715834761e+01 1.666903606198365040e+01 1.602021949360408115e+01 1.540863952604653164e+01 1.483394160999112188e+01 1.429618577785887190e+01
0.000000000000000000e+00 2.476816418568408285e+00 4.870756097489157277e+00 7.155715914901190189e+00 9.309681282518830869e+00 1.131992829750931406e+01 1.318515364240466781e+01 1.491329086019940853e+01 1.651845846349632296e+01 1.801690546213700728e+01 1.942299519572280886e+01 2.074748041531368870e+01 2.199805995025547745e+01 2.317971736638486746e+01 2.429512145666771872e+01 2.534458034726814901e+01 2.632581131858128387e+01 2.723399129756797876e+01 2.806110307155943318e+01 2.879741587832244676e+01 2.943347459721478998e+01 2.996349565722782771e+01 3.038761985488203621e+01 3.071299894810960396e+01 3.095164005578522648e+01 3.111846094343750124e+01 3.123003247882292044e+01 3.130140087341663246e+01 3.134526028174594359e+01 3.136996123992862096e+01 3.138004166283766594e+01 3.137559324463134658e+01 3.135141968639650045e+01 3.129800189873049732e+01 3.120222470283519556e+01 3.104866478629313065e+01 3.082074279386617377e+01 3.050209966831850394e+01 3.007998086047146558e+01 2.954890529107289154e+01 2.891182812764317944e+01 2.817697052462688490e+01 2.735612144254824329e+01 2.646491880240417061e+01 2.552064355537154583e+01 2.453912830462940775e+01 2.353358561459227261e+01 2.251433517978805909e+01 2.148944406384283567e+01 2.046516113758583799e+01 1.944610706057031280e+01 1.843618079305467816e+01 1.743805739426933954e+01 1.645488826336525179e+01 1.548894661432422026e+01 1.454226615139704393e+01 1.361613027086687744e+01 1.271101893073839939e+01 1.182699190472329320e+01 1.096417134318073039e+01
