1.569917395599362164e+00 1.573450584201237401e+00 1.577054369536847744e+00 1.580692129714495797e+00 1.584376211848371518e+00 1.587856417822567368e+00 1.591024995891298977e+00 1.593769977295281803e+00 1.596101617901768632e+00 1.597951663354214347e+00 1.599401088335421273e+00 1.600665907984426539e+00 1.601793726528951467e+00 1.602805208244943991e+00 1.603868081065006779e+00 1.604949746490585083e+00 1.605836787331522464e+00 1.606405290434558486e+00 1.606207067635861740e+00 1.605213493571217009e+00 1.603060391037689048e+00 1.599867373004168591e+00 1.595840797038183823e+00 1.591030904054636208e+00 1.586001231605075779e+00 1.581002332863467696e+00 1.576380022308647044e+00 1.571669418051235834e+00 1.566635137763999541e+00 1.560497434335636591e+00 1.552650831459291059e+00 1.542384319128494496e+00 1.529389085190788977e+00 1.513929463383850704e+00 1.497164426497935130e+00 1.481320953902437898e+00 1.468270892308591868e+00 1.459027153886575556e+00 1.452987828231099732e+00 1.449428641822194663e+00 1.447129551735555131e+00 1.445743090055936042e+00 1.444831535950989565e+00 1.444073483618597331e+00 1.443337869768101633e+00 1.442343522129917677e+00 1.441067159132374709e+00 1.439247398175459214e+00 1.436973852009600927e+00 1.434240000327208220e+00 1.431174287186621985e+00 1.427904371258073679e+00 1.424639447497551004e+00 1.421271496859743078e+00 1.417930795388876897e+00 1.414621922595681980e+00 1.411376271422149609e+00 1.408135426051453587e+00 1.404834110953479209e+00
1.573029413697174972e+00 1.572186416584680169e+00 1.571437397278991011e+00 1.570933902018169404e+00 1.570796322917227927e+00 1.570796315317481762e+00 1.570796607625190022e+00 1.572181614172722064e+00 1.575262763997791193e+00 1.580042289737287442e+00 1.586333725442318876e+00 1.593821205567869992e+00 1.602079390751908194e+00 1.610515280187154508e+00 1.618692750717631634e+00 1.626560002406144845e+00 1.634154392535608791e+00 1.641479463702893771e+00 1.648445170666128279e+00 1.654900922569593202e+00 1.660690877132537269e+00 1.665704566301943190e+00 1.669901405065910893e+00 1.673308559923576189e+00 1.676005545941851915e+00 1.678101825752791321e+00 1.679713413775055342e+00 1.680939645659131454e+00 1.681836904141817080e+00 1.682385721979575255e+00 1.682498449512948913e+00 1.682093899032400142e+00 1.681140688452934295e+00 1.679675826803313177e+00 1.677800726938506681e+00 1.675653578141041322e+00 1.673366344856629162e+00 1.671014293077679014e+00 1.668582386292509323e+00 1.665962175266444412e+00 1.662993952310781509e+00 1.659534091531106093e+00 1.655518943035382495e+00 1.650996072359034450e+00 1.646104497423740876e+00 1.641013180946656824e+00 1.635914215383186265e+00 1.631024942650366016e+00 1.626565828038394113e+00 1.622727410643688861e+00 1.619637325031775044e+00 1.617337106249639334e+00 1.615778385659685012e+00 1.614840401886366017e+00 1.614363524079182932e+00 1.614185733725328031e+00 1.614169164853977767e+00 1.614217570377090682e+00 1.614279864537253806e+00
1.571169674328719568e+00 1.571614805991845998e+00 1.572081452477581909e+00 1.572404586085073719e+00 1.572794324662766474e+00 1.573206502971389975e+00 1.573649732220881559e+00 1.574124323605178732e+00 1.574618719135953526e+00 1.575337227183201350e+00 1.576400531742346400e+00 1.578002404194121411e+00 1.579958990547619013e+00 1.582251904474677451e+00 1.584666239644195951e+00 1.587062387297300425e+00 1.589293667657292408e+00 1.591165969860447893e+00 1.592839165406223723e+00 1.594676896676630040e+00 1.597534188542110378e+00 1.602359317014025120e+00 1.610493594684054397e+00 1.622646644374570402e+00 1.638051774943968919e+00 1.654553704562982563e+00 1.669294743039995810e+00 1.680394467591457053e+00 1.686997997670740768e+00 1.689070878565253064e+00 1.687336757960650635e+00 1.683000272949813247e+00 1.677658100371077543e+00 1.672524377920215910e+00 1.668423498659589610e+00 1.665590864635429824e+00 1.663832809164103699e+00 1.662982881391525947e+00 1.662675844708973338e+00 1.662756195835096040e+00 1.663320365373425203e+00 1.664439136653341311e+00 1.666195582283671817e+00 1.668196686894189096e+00 1.670236512417582864e+00 1.672158232152970880e+00 1.673840500146749122e+00 1.675105578893728131e+00 1.675772307767113167e+00 1.676051777097623763e+00 1.676191324425833074e+00 1.676787114569339154e+00 1.678123874210890820e+00 1.680131482540498489e+00 1.682707342890497282e+00 1.685531685444466632e+00 1.688623736354842197e+00 1.691839758729755339e+00 1.695300804672970507e+00
1.563909429142400498e+00 1.561886447407561551e+00 1.559852407287160680e+00 1.557727380416661811e+00 1.555525979793385805e+00 1.553140510884998937e+00 1.550450423657182553e+00 1.547374823106007602e+00 1.543927397285600689e+00 1.540099515402633346e+00 1.535954231790743529e+00 1.531720947155609025e+00 1.527924662006757694e+00 1.525053679068728352e+00 1.523638970369764811e+00 1.523871069444034054e+00 1.525791214533094964e+00 1.529324037405990211e+00 1.534012300085043856e+00 1.539347413279657850e+00 1.544544380911541559e+00 1.549033012884257099e+00 1.552603190379100662e+00 1.555249707290477401e+00 1.557348688989656171e+00 1.559383030499149170e+00 1.561828528014918449e+00 1.565555267841670206e+00 1.570951557057652437e+00 1.578748470570879192e+00 1.589305436543223538e+00 1.602546083892335327e+00 1.617772299105311395e+00 1.633975841072505597e+00 1.650253194214309937e+00 1.666214825989468018e+00 1.681553687238567685e+00 1.696408695567593439e+00 1.711035700252050651e+00 1.725773522935839077e+00 1.740880566188308221e+00 1.755481350207026559e+00 1.768362599857192352e+00 1.778298002239940834e+00 1.784814970448942884e+00 1.787827930416483246e+00 1.788120605689690112e+00 1.786620531625878083e+00 1.784640069440041499e+00 1.783485845142311899e+00 1.784083269989396259e+00 1.786863356041639816e+00 1.791762527124325155e+00 1.798330526413139951e+00 1.806018818840384288e+00 1.814355377338999986e+00 1.822971952834463893e+00 1.831730563976817550e+00 1.840462021667573556e+00
1.573084475908566038e+00 1.562864161063850510e+00 1.552257991430976203e+00 1.540628611145819837e+00 1.527438654298583165e+00 1.512724340183412064e+00 1.496529642118547221e+00 1.479472227047951449e+00 1.462318366334033559e+00 1.445858717501927959e+00 1.431024543800296422e+00 1.419341137856631629e+00 1.412299202409934118e+00 1.410946289457898795e+00 1.415662441454880183e+00 1.426074296685818865e+00 1.440901951119572422e+00 1.458596617151070918e+00 1.477078705353064070e+00 1.494671168448910459e+00 1.510870842607720865e+00 1.525706531548898681e+00 1.539200881113069963e+00 1.551630404335946345e+00 1.563460940301416802e+00 1.575208733444311893e+00 1.587617723425604588e+00 1.601442997892920328e+00 1.617334634364101520e+00 1.635478750811489190e+00 1.655790359714816029e+00 1.677728158658587931e+00 1.699311832905811670e+00 1.717756009486707258e+00 1.730899072467827482e+00 1.738009174102515209e+00 1.739819479999597407e+00 1.738004074356842121e+00 1.734318141474768815e+00 1.730102554202781473e+00 1.726731171129803677e+00 1.725839377272294195e+00 1.728609090024713080e+00 1.735567494344834483e+00 1.746691467405133480e+00 1.761381920968446035e+00 1.778058028282302416e+00 1.794546133095737517e+00 1.809378253432558425e+00 1.821791617052805012e+00 1.831989924295148509e+00 1.840876673141178088e+00 1.849682272784579862e+00 1.859141931761135513e+00 1.869619772549598657e+00 1.881036373311061993e+00 1.893136386316305098e+00 1.905729411485639568e+00 1.918457842154937643e+00
1.587904408872838014e+00 1.572531157841018601e+00 1.556739151620838868e+00 1.540266438632559298e+00 1.522482304408782960e+00 1.502840166720810000e+00 1.480949835413164717e+00 1.457129468875349332e+00 1.431633127168297381e+00 1.405609637721295435e+00 1.380644589111817977e+00 1.358945081964408885e+00 1.342306703573947768e+00 1.331976238535561574e+00 1.328594556554887562e+00 1.331841570096991445e+00 1.340705456002981633e+00 1.353753973681180112e+00 1.370411755370266826e+00 1.389944282223999794e+00 1.411855103689884761e+00 1.435434050816669194e+00 1.459871251948386295e+00 1.483918998295404412e+00 1.506234285098144943e+00 1.526044012478138256e+00 1.543095327560791707e+00 1.557916738260658684e+00 1.571518161419905857e+00 1.585401736400734896e+00 1.600862660600947507e+00 1.619086022352986154e+00 1.640714277658972042e+00 1.665867648931817380e+00 1.693593145132706201e+00 1.721577580786081585e+00 1.747304181135544088e+00 1.768957317854049860e+00 1.785530839334941611e+00 1.796758366220767789e+00 1.803352697149829265e+00 1.806315712698997267e+00 1.807105090217528076e+00 1.806707949538743474e+00 1.805613968011497539e+00 1.804687621756712934e+00 1.804840265909782637e+00 1.806439017725061325e+00 1.809435863926212251e+00 1.813874503809717709e+00 1.819860960293621321e+00 1.827444602921245220e+00 1.836211787386224925e+00 1.845887308360438350e+00 1.856400190389387639e+00 1.867529936312017913e+00 1.878940772241912027e+00 1.890481054734412192e+00 1.901929336401202209e+00
1.572788425881339380e+00 1.535852333847940399e+00 1.498582511775320203e+00 1.461372214021647853e+00 1.425273686549143770e+00 1.392305407186141153e+00 1.364110263644885856e+00 1.341558865790543065e+00 1.325385736667176184e+00 1.315216237431455104e+00 1.310502716991579275e+00 1.310907177494631259e+00 1.315763644971038593e+00 1.324155688339917702e+00 1.335627049508181674e+00 1.349782303188881816e+00 1.366197148609281431e+00 1.384419058209806597e+00 1.404123349579212920e+00 1.425095838929237191e+00 1.446603901147002658e+00 1.467582637803577450e+00 1.487151457466115989e+00 1.504713701166155548e+00 1.520197014540019431e+00 1.533753648885910925e+00 1.545860546869900487e+00 1.556444935857268730e+00 1.565605969748893322e+00 1.573993114840633201e+00 1.581542273330271975e+00 1.588456308813981144e+00 1.595011935074561737e+00 1.601528856277019353e+00 1.608382898704070252e+00 1.615992891651139463e+00 1.624801886275158092e+00 1.634721043870445811e+00 1.645884561198799778e+00 1.658247355412145740e+00 1.672020583441535813e+00 1.687403709109819960e+00 1.704046513332605262e+00 1.721625382033525220e+00 1.740034591323740498e+00 1.758912358675922771e+00 1.777646626234184124e+00 1.795572139528722744e+00 1.812084587292626781e+00 1.827226608624094251e+00 1.841190516091200990e+00 1.854152683791652212e+00 1.866438718084906467e+00 1.878146446101963685e+00 1.889843107379844289e+00 1.901807674133434212e+00 1.913908062982470737e+00 1.926136738418766203e+00 1.938385364081822715e+00
1.585512710358176314e+00 1.539196045379665367e+00 1.492869973231412128e+00 1.447515724454206065e+00 1.404369235647712211e+00 1.365082837501255808e+00 1.330846446248082460e+00 1.302107338762523048e+00 1.278801700034236877e+00 1.260508597018639154e+00 1.246953534382762241e+00 1.238065041717715697e+00 1.234320209402729018e+00 1.235806373840282690e+00 1.242131424562068265e+00 1.252850675104409950e+00 1.267306025297855188e+00 1.284659578672815217e+00 1.304000454271074583e+00 1.324565473150196793e+00 1.345554438625856442e+00 1.366370728555169833e+00 1.386684331272244108e+00 1.406531644145883941e+00 1.426539726510909656e+00 1.446788175455075542e+00 1.466875538154621683e+00 1.486588944579334326e+00 1.505584403007773631e+00 1.523537783854122862e+00 1.540170121093605626e+00 1.555561836113889429e+00 1.569977891616898269e+00 1.584179917314023411e+00 1.598724555738554320e+00 1.613707846691190495e+00 1.629525151165348351e+00 1.645780708192448483e+00 1.662021736802395067e+00 1.678205083404388009e+00 1.694050607094906624e+00 1.709049233296170200e+00 1.722947351313726561e+00 1.735594106471173736e+00 1.746784332904748549e+00 1.756711784953898681e+00 1.765932459997751947e+00 1.774697518273393504e+00 1.783138027852279484e+00 1.791651061574147885e+00 1.800595681312723739e+00 1.810242410120603829e+00 1.820489688789372895e+00 1.831375961185637280e+00 1.842796728885744306e+00 1.854659022277832969e+00 1.866869339391717508e+00 1.879049911036949627e+00 1.891278473528248627e+00
1.443668522766895279e+00 1.357315371967330764e+00 1.274243195721346034e+00 1.197367669443579530e+00 1.130209903941286953e+00 1.076371172464550385e+00 1.038141466197964213e+00 1.015036426205729869e+00 1.005305990137852934e+00 1.006976515113736648e+00 1.017795140417003363e+00 1.035613943240265566e+00 1.058587364289446997e+00 1.084978804683248921e+00 1.112964001582363416e+00 1.141050328417149817e+00 1.168310565388950728e+00 1.194188594515772195e+00 1.218749304085219309e+00 1.242387472213448474e+00 1.265347454392367066e+00 1.288058153269623363e+00 1.310520838549079414e+00 1.332307610150090360e+00 1.353194743254276133e+00 1.372642581832448139e+00 1.390253432400788469e+00 1.406467149498882518e+00 1.422072521053007410e+00 1.438033018027423671e+00 1.455024461434704541e+00 1.473071548429435884e+00 1.491533576946538764e+00 1.509214857472010562e+00 1.525633558360742326e+00 1.541016522892651341e+00 1.555637275501446037e+00 1.570156283267721387e+00 1.585223811455180876e+00 1.601372210208395819e+00 1.618953735623181789e+00 1.637674013143113783e+00 1.656756187610444409e+00 1.674613647338101252e+00 1.689896473303050373e+00 1.702213226473392238e+00 1.711768745314856677e+00 1.719464430004723265e+00 1.726339110083055184e+00 1.733150421602501545e+00 1.740962364201353418e+00 1.750675403112872619e+00 1.763015372432294114e+00 1.778375991014734536e+00 1.796531932816785693e+00 1.817021229957316297e+00 1.839068726453393143e+00 1.861836070854697933e+00 1.884865857512243448e+00
1.037199998906105813e+00 1.005683432691739876e+00 9.807528713614248606e-01 9.640870860498926831e-01 9.559672367179815611e-01 9.546762953570532284e-01 9.569980801581812191e-01 9.598810334996943361e-01 9.630905570121008896e-01 9.675435804104637327e-01 9.741657643040719794e-01 9.841734491924214456e-01 9.983412869432268799e-01 1.016454739767281623e+00 1.037806405921661623e+00 1.061583451448550264e+00 1.087072615793320374e+00 1.113792062645924119e+00 1.141518579735964600e+00 1.169934912549826622e+00 1.198659383963984748e+00 1.227531741334875415e+00 1.255817658760673527e+00 1.282454008940587142e+00 1.307093525160827552e+00 1.329425922884209132e+00 1.349414333923669718e+00 1.367428350308629970e+00 1.383790935407992251e+00 1.399089186888826664e+00 1.413861477740411043e+00 1.428199943243034786e+00 1.442351497398446591e+00 1.456724174976613106e+00 1.471701694234252011e+00 1.487502580548067055e+00 1.504422683644047964e+00 1.522277785099406477e+00 1.540191675938740401e+00 1.557791125353489958e+00 1.575119039397892440e+00 1.592342725093011779e+00 1.609647173013556865e+00 1.626739350340098422e+00 1.643473827481052307e+00 1.660149838167754854e+00 1.676771893248186540e+00 1.693161618651088496e+00 1.709553126291229797e+00 1.726080656026857563e+00 1.742440145784679650e+00 1.758231187490884251e+00 1.773170783935264172e+00 1.787204421557693435e+00 1.800444957730165330e+00 1.813173632714111472e+00 1.825262112133835934e+00 1.836960726857390425e+00 1.848707476399373384e+00
